item_a,item_b,template,score_single_a,score_single_b,score_group_a,score_group_b,score_ppl_a,score_ppl_b
Google,Apple,Which is more essential: {A} or {B}?,7.152557373046875e-06,0.0,0.01879417896270752,2.2649765014648438e-06,-11.8515625,-21.421875
Google,Microsoft,Which is more essential: {A} or {B}?,6.258487701416016e-06,0.0,0.017068445682525635,3.0994415283203125e-06,-11.984375,-20.25
Google,Amazon,Which is more essential: {A} or {B}?,8.165836334228516e-06,0.0,0.02530956268310547,2.086162567138672e-06,-11.71875,-19.90625
Google,Tesla,Which is more essential: {A} or {B}?,1.1205673217773438e-05,0.0,0.019395291805267334,2.7418136596679688e-06,-11.3984375,-18.515625
Google,Nvidia,Which is more essential: {A} or {B}?,1.4781951904296875e-05,0.0,0.05565112829208374,8.940696716308594e-07,-11.125,-22.796875
Google,Meta,Which is more essential: {A} or {B}?,1.2516975402832031e-05,0.0,0.041245996952056885,4.887580871582031e-06,-11.2890625,-18.40625
Amazon,Apple,Which is more essential: {A} or {B}?,1.0967254638671875e-05,0.0,0.0041727423667907715,2.4437904357910156e-06,-11.421875,-21.703125
Amazon,Microsoft,Which is more essential: {A} or {B}?,3.832578659057617e-05,0.0,0.01575779914855957,2.5033950805664062e-06,-10.171875,-20.984375
Amazon,Google,Which is more essential: {A} or {B}?,2.682209014892578e-05,0.0,0.010864794254302979,7.748603820800781e-06,-10.5234375,-19.96875
Amazon,Tesla,Which is more essential: {A} or {B}?,3.0934810638427734e-05,0.0,0.012137413024902344,2.2649765014648438e-06,-10.3828125,-19.328125
Amazon,Nvidia,Which is more essential: {A} or {B}?,7.420778274536133e-05,0.0,0.04866236448287964,1.0728836059570312e-06,-9.5078125,-22.3125
Amazon,Meta,Which is more essential: {A} or {B}?,6.914138793945312e-05,0.0,0.03069770336151123,1.9669532775878906e-06,-9.578125,-20.203125
Tesla,Apple,Which is more essential: {A} or {B}?,3.349781036376953e-05,0.0,0.0045691728591918945,4.291534423828125e-06,-10.3046875,-21.171875
Tesla,Microsoft,Which is more essential: {A} or {B}?,9.673833847045898e-05,0.0,0.01538306474685669,2.9802322387695312e-06,-9.2421875,-20.375
Tesla,Google,Which is more essential: {A} or {B}?,0.00017070770263671875,0.0,0.030740439891815186,6.020069122314453e-06,-8.671875,-19.671875
Tesla,Amazon,Which is more essential: {A} or {B}?,7.075071334838867e-05,0.0,0.008780062198638916,2.7418136596679688e-06,-9.5546875,-19.75
Tesla,Nvidia,Which is more essential: {A} or {B}?,0.00046372413635253906,0.0,0.08750218152999878,2.384185791015625e-07,-7.67578125,-19.671875
Tesla,Meta,Which is more essential: {A} or {B}?,0.0003383159637451172,0.0,0.061866939067840576,3.337860107421875e-06,-7.9921875,-18.953125
Nvidia,Apple,Which is more essential: {A} or {B}?,1.1920928955078125e-07,0.0,3.7550926208496094e-06,7.808208465576172e-06,-16.078125,-19.859375
Nvidia,Microsoft,Which is more essential: {A} or {B}?,1.1920928955078125e-07,0.0,1.6689300537109375e-06,1.8477439880371094e-06,-15.7265625,-21.15625
Nvidia,Google,Which is more essential: {A} or {B}?,2.980232238769531e-07,0.0,3.3974647521972656e-06,1.4066696166992188e-05,-15.1171875,-19.3125
Nvidia,Amazon,Which is more essential: {A} or {B}?,2.980232238769531e-07,0.0,3.039836883544922e-06,2.4437904357910156e-06,-14.984375,-20.15625
Nvidia,Tesla,Which is more essential: {A} or {B}?,2.5033950805664062e-06,1.430511474609375e-06,7.510185241699219e-06,0.000306546688079834,-12.8984375,-13.46875
Nvidia,Meta,Which is more essential: {A} or {B}?,7.748603820800781e-07,0.0,6.258487701416016e-06,5.424022674560547e-06,-14.0546875,-17.953125
Meta,Apple,Which is more essential: {A} or {B}?,0.0004074573516845703,0.0,0.0721890926361084,1.2695789337158203e-05,-7.8046875,-19.296875
Meta,Microsoft,Which is more essential: {A} or {B}?,0.0004830360412597656,0.0,0.11151015758514404,2.0682811737060547e-05,-7.63671875,-18.203125
Meta,Google,Which is more essential: {A} or {B}?,0.0005898475646972656,2.980232238769531e-07,0.12217700481414795,0.0009006261825561523,-7.43359375,-15.109375
Meta,Amazon,Which is more essential: {A} or {B}?,0.0002467632293701172,5.960464477539063e-08,0.050329387187957764,1.4424324035644531e-05,-8.3046875,-17.0
Meta,Tesla,Which is more essential: {A} or {B}?,0.00046706199645996094,1.1920928955078125e-07,0.09672552347183228,1.3589859008789062e-05,-7.66796875,-16.125
Meta,Nvidia,Which is more essential: {A} or {B}?,0.0007548332214355469,0.0,0.21669960021972656,5.364418029785156e-07,-7.1875,-20.8125
Apple,Microsoft,Which is more reliable: {A} or {B}?,4.172325134277344e-07,0.0,0.0007595419883728027,5.424022674560547e-06,-14.703125,-20.28125
Apple,Google,Which is more reliable: {A} or {B}?,7.748603820800781e-07,0.0,0.001414477825164795,3.4570693969726562e-06,-14.03125,-20.90625
Apple,Amazon,Which is more reliable: {A} or {B}?,2.2649765014648438e-06,0.0,0.005168735980987549,3.0994415283203125e-06,-12.984375,-20.34375
Apple,Tesla,Which is more reliable: {A} or {B}?,1.3113021850585938e-06,0.0,0.0036283135414123535,8.285045623779297e-06,-13.5703125,-18.21875
Apple,Nvidia,Which is more reliable: {A} or {B}?,2.562999725341797e-06,0.0,0.008352935314178467,7.748603820800781e-07,-12.8671875,-22.078125
Apple,Meta,Which is more reliable: {A} or {B}?,2.2649765014648438e-06,0.0,0.006665647029876709,1.3709068298339844e-06,-13.0,-20.734375
Microsoft,Apple,Which is more reliable: {A} or {B}?,8.940696716308594e-07,0.0,0.0013228654861450195,1.329183578491211e-05,-13.90625,-19.265625
Microsoft,Google,Which is more reliable: {A} or {B}?,3.0994415283203125e-06,0.0,0.004248678684234619,1.4126300811767578e-05,-12.6875,-19.765625
Microsoft,Amazon,Which is more reliable: {A} or {B}?,5.185604095458984e-06,0.0,0.009094655513763428,7.569789886474609e-06,-12.171875,-20.328125
Microsoft,Tesla,Which is more reliable: {A} or {B}?,2.4437904357910156e-05,0.0,0.03366053104400635,1.2278556823730469e-05,-10.6171875,-17.6875
Microsoft,Nvidia,Which is more reliable: {A} or {B}?,1.3947486877441406e-05,0.0,0.031418442726135254,3.874301910400391e-06,-11.1796875,-20.703125
Microsoft,Meta,Which is more reliable: {A} or {B}?,5.9604644775390625e-06,0.0,0.009635746479034424,3.159046173095703e-06,-12.03125,-21.1875
Google,Apple,Which is more reliable: {A} or {B}?,7.808208465576172e-06,0.0,0.020123183727264404,3.355741500854492e-05,-11.7578125,-18.015625
Google,Microsoft,Which is more reliable: {A} or {B}?,8.52346420288086e-06,0.0,0.018354296684265137,1.239776611328125e-05,-11.671875,-19.140625
Google,Amazon,Which is more reliable: {A} or {B}?,9.894371032714844e-06,0.0,0.032879769802093506,3.4570693969726562e-06,-11.5234375,-19.953125
Google,Tesla,Which is more reliable: {A} or {B}?,3.2067298889160156e-05,2.384185791015625e-07,0.0688285231590271,5.424022674560547e-05,-10.3515625,-15.2890625
Google,Nvidia,Which is more reliable: {A} or {B}?,3.8564205169677734e-05,0.0,0.2756783962249756,4.76837158203125e-07,-10.1640625,-20.921875
Google,Meta,Which is more reliable: {A} or {B}?,7.68899917602539e-06,0.0,0.015696346759796143,4.887580871582031e-06,-11.7734375,-18.796875
Amazon,Apple,Which is more reliable: {A} or {B}?,3.039836883544922e-06,0.0,0.0022580623626708984,0.00010222196578979492,-12.6953125,-17.359375
Amazon,Microsoft,Which is more reliable: {A} or {B}?,2.1457672119140625e-06,0.0,0.0014284253120422363,7.68899917602539e-06,-13.0546875,-20.5625
Amazon,Google,Which is more reliable: {A} or {B}?,3.993511199951172e-06,0.0,0.002885282039642334,1.7762184143066406e-05,-12.4375,-19.09375
Amazon,Tesla,Which is more reliable: {A} or {B}?,2.9981136322021484e-05,5.960464477539063e-08,0.029067516326904297,1.71661376953125e-05,-10.4140625,-16.734375
Amazon,Nvidia,Which is more reliable: {A} or {B}?,3.445148468017578e-05,0.0,0.05591994524002075,1.7285346984863281e-06,-10.2734375,-20.40625
Amazon,Meta,Which is more reliable: {A} or {B}?,7.808208465576172e-06,0.0,0.0060988664627075195,2.4437904357910156e-06,-11.7578125,-20.953125
Tesla,Apple,Which is more reliable: {A} or {B}?,8.64267349243164e-06,5.960464477539063e-08,0.002687394618988037,0.0001488327980041504,-11.65625,-17.015625
Tesla,Microsoft,Which is more reliable: {A} or {B}?,5.5670738220214844e-05,0.0,0.021485328674316406,2.6941299438476562e-05,-9.796875,-18.375
Tesla,Google,Which is more reliable: {A} or {B}?,0.0002834796905517578,0.0,0.15178561210632324,5.08427619934082e-05,-8.171875,-17.921875
Tesla,Amazon,Which is more reliable: {A} or {B}?,9.09566879272461e-05,0.0,0.044346749782562256,1.3768672943115234e-05,-9.3046875,-18.625
Tesla,Nvidia,Which is more reliable: {A} or {B}?,8.374452590942383e-05,0.0,0.04485577344894409,1.7881393432617188e-07,-9.390625,-18.828125
Tesla,Meta,Which is more reliable: {A} or {B}?,0.000530242919921875,0.0,0.24284470081329346,2.0742416381835938e-05,-7.54296875,-17.53125
Nvidia,Apple,Which is more reliable: {A} or {B}?,0.0,0.0,1.7881393432617188e-06,4.863739013671875e-05,-17.859375,-18.15625
Nvidia,Microsoft,Which is more reliable: {A} or {B}?,5.364418029785156e-07,0.0,5.543231964111328e-06,1.1742115020751953e-05,-14.390625,-19.40625
Nvidia,Google,Which is more reliable: {A} or {B}?,1.1920928955078125e-06,0.0,1.5079975128173828e-05,7.671117782592773e-05,-13.6640625,-17.5625
Nvidia,Amazon,Which is more reliable: {A} or {B}?,3.993511199951172e-06,0.0,3.8623809814453125e-05,3.3736228942871094e-05,-12.4375,-17.546875
Nvidia,Tesla,Which is more reliable: {A} or {B}?,5.364418029785156e-06,4.172325134277344e-07,1.1086463928222656e-05,0.00018715858459472656,-12.140625,-14.6328125
Nvidia,Meta,Which is more reliable: {A} or {B}?,2.1457672119140625e-06,1.1920928955078125e-07,2.664327621459961e-05,3.129243850708008e-05,-13.046875,-15.984375
Meta,Apple,Which is more reliable: {A} or {B}?,0.00026297569274902344,0.0,0.07790255546569824,8.606910705566406e-05,-8.2421875,-17.375
Meta,Microsoft,Which is more reliable: {A} or {B}?,6.765127182006836e-05,0.0,0.02532416582107544,1.811981201171875e-05,-9.6015625,-18.78125
Meta,Google,Which is more reliable: {A} or {B}?,0.00014638900756835938,0.0,0.042048752307891846,3.701448440551758e-05,-8.828125,-18.171875
Meta,Amazon,Which is more reliable: {A} or {B}?,0.0002582073211669922,0.0,0.07887440919876099,8.344650268554688e-06,-8.265625,-18.484375
Meta,Tesla,Which is more reliable: {A} or {B}?,0.0007343292236328125,5.960464477539063e-08,0.2141169309616089,1.3768672943115234e-05,-7.21484375,-16.796875
Meta,Nvidia,Which is more reliable: {A} or {B}?,0.0004601478576660156,0.0,0.19491946697235107,5.364418029785156e-07,-7.68359375,-20.921875
Apple,Microsoft,{A} vs. {B}: Which is more efficient?,1.6689300537109375e-06,0.0,0.005044460296630859,1.1146068572998047e-05,-13.3125,-20.5625
Apple,Google,{A} vs. {B}: Which is more efficient?,3.4570693969726562e-06,0.0,0.009408712387084961,1.5079975128173828e-05,-12.578125,-20.453125
Apple,Amazon,{A} vs. {B}: Which is more efficient?,2.0265579223632812e-06,0.0,0.0075754523277282715,9.894371032714844e-06,-13.1015625,-20.765625
Apple,Tesla,{A} vs. {B}: Which is more efficient?,2.205371856689453e-06,0.0,0.010506510734558105,4.112720489501953e-06,-13.0234375,-20.046875
Apple,Nvidia,{A} vs. {B}: Which is more efficient?,7.331371307373047e-06,0.0,0.027716755867004395,1.8477439880371094e-06,-11.8203125,-22.625
Apple,Meta,{A} vs. {B}: Which is more efficient?,1.3709068298339844e-06,0.0,0.004929184913635254,6.496906280517578e-06,-13.4765625,-22.296875
Microsoft,Apple,{A} vs. {B}: Which is more efficient?,9.059906005859375e-06,0.0,0.019776761531829834,4.583597183227539e-05,-11.609375,-18.5
Microsoft,Google,{A} vs. {B}: Which is more efficient?,1.5139579772949219e-05,0.0,0.03404444456100464,4.118680953979492e-05,-11.1015625,-19.25
Microsoft,Amazon,{A} vs. {B}: Which is more efficient?,1.5974044799804688e-05,0.0,0.04472541809082031,2.0563602447509766e-05,-11.046875,-19.921875
Microsoft,Tesla,{A} vs. {B}: Which is more efficient?,2.276897430419922e-05,0.0,0.05636465549468994,8.344650268554688e-06,-10.6875,-19.234375
Microsoft,Nvidia,{A} vs. {B}: Which is more efficient?,2.6464462280273438e-05,0.0,0.09819507598876953,3.874301910400391e-06,-10.5390625,-20.484375
Microsoft,Meta,{A} vs. {B}: Which is more efficient?,1.043081283569336e-05,0.0,0.030608832836151123,1.6927719116210938e-05,-11.46875,-21.90625
Google,Apple,{A} vs. {B}: Which is more efficient?,1.5020370483398438e-05,0.0,0.08233118057250977,2.753734588623047e-05,-11.109375,-19.1875
Google,Microsoft,{A} vs. {B}: Which is more efficient?,1.3530254364013672e-05,0.0,0.07041555643081665,1.4483928680419922e-05,-11.2109375,-20.078125
Google,Amazon,{A} vs. {B}: Which is more efficient?,1.6570091247558594e-05,0.0,0.1260298490524292,8.344650268554688e-06,-11.0078125,-19.75
Google,Tesla,{A} vs. {B}: Which is more efficient?,1.424551010131836e-05,0.0,0.08306455612182617,4.708766937255859e-06,-11.1640625,-19.40625
Google,Nvidia,{A} vs. {B}: Which is more efficient?,9.238719940185547e-06,0.0,0.11418706178665161,9.5367431640625e-07,-11.59375,-22.453125
Google,Meta,{A} vs. {B}: Which is more efficient?,9.119510650634766e-06,0.0,0.05672949552536011,6.794929504394531e-06,-11.6015625,-21.96875
Amazon,Apple,{A} vs. {B}: Which is more efficient?,3.224611282348633e-05,0.0,0.02678060531616211,6.979703903198242e-05,-10.34375,-18.4375
Amazon,Microsoft,{A} vs. {B}: Which is more efficient?,3.74913215637207e-05,0.0,0.029220879077911377,1.6391277313232422e-05,-10.1875,-20.359375
Amazon,Google,{A} vs. {B}: Which is more efficient?,5.3822994232177734e-05,0.0,0.0439763069152832,4.3272972106933594e-05,-9.828125,-19.203125
Amazon,Tesla,{A} vs. {B}: Which is more efficient?,5.692243576049805e-05,0.0,0.058801889419555664,9.000301361083984e-06,-9.7734375,-18.59375
Amazon,Nvidia,{A} vs. {B}: Which is more efficient?,5.429983139038086e-05,0.0,0.08273041248321533,8.940696716308594e-07,-9.8203125,-21.71875
Amazon,Meta,{A} vs. {B}: Which is more efficient?,4.6133995056152344e-05,0.0,0.038892507553100586,1.2636184692382812e-05,-9.984375,-21.640625
Tesla,Apple,{A} vs. {B}: Which is more efficient?,1.424551010131836e-05,0.0,0.01120460033416748,2.956390380859375e-05,-11.15625,-19.390625
Tesla,Microsoft,{A} vs. {B}: Which is more efficient?,6.562471389770508e-05,0.0,0.036860644817352295,4.172325134277344e-06,-9.6328125,-21.734375
Tesla,Google,{A} vs. {B}: Which is more efficient?,0.00017189979553222656,0.0,0.1338738203048706,4.172325134277344e-06,-8.671875,-20.953125
Tesla,Amazon,{A} vs. {B}: Which is more efficient?,6.461143493652344e-05,0.0,0.05523723363876343,4.112720489501953e-06,-9.6484375,-21.46875
Tesla,Nvidia,{A} vs. {B}: Which is more efficient?,0.00011235475540161133,0.0,0.12927943468093872,7.152557373046875e-07,-9.09375,-20.390625
Tesla,Meta,{A} vs. {B}: Which is more efficient?,0.0001361370086669922,0.0,0.14260482788085938,6.556510925292969e-07,-8.8984375,-22.234375
Nvidia,Apple,{A} vs. {B}: Which is more efficient?,2.384185791015625e-07,0.0,3.153085708618164e-05,2.8371810913085938e-05,-15.15625,-19.0
Nvidia,Microsoft,{A} vs. {B}: Which is more efficient?,3.5762786865234375e-07,0.0,2.9385089874267578e-05,1.4424324035644531e-05,-14.7890625,-20.296875
Nvidia,Google,{A} vs. {B}: Which is more efficient?,7.748603820800781e-07,0.0,4.482269287109375e-05,6.026029586791992e-05,-14.0625,-18.453125
Nvidia,Amazon,{A} vs. {B}: Which is more efficient?,5.364418029785156e-07,0.0,4.476308822631836e-05,5.4836273193359375e-06,-14.4453125,-20.4375
Nvidia,Tesla,{A} vs. {B}: Which is more efficient?,5.364418029785156e-06,5.960464477539063e-08,2.6524066925048828e-05,8.952617645263672e-05,-12.140625,-16.890625
Nvidia,Meta,{A} vs. {B}: Which is more efficient?,8.344650268554688e-07,0.0,2.866983413696289e-05,6.139278411865234e-06,-13.984375,-20.921875
Meta,Apple,{A} vs. {B}: Which is more efficient?,0.0001461505889892578,0.0,0.04755711555480957,2.872943878173828e-05,-8.828125,-19.015625
Meta,Microsoft,{A} vs. {B}: Which is more efficient?,0.00025653839111328125,0.0,0.10373318195343018,1.633167266845703e-05,-8.265625,-19.578125
Meta,Google,{A} vs. {B}: Which is more efficient?,0.0008449554443359375,0.0,0.30166393518447876,0.00016546249389648438,-7.07421875,-17.5
Meta,Amazon,{A} vs. {B}: Which is more efficient?,0.00048470497131347656,0.0,0.145887553691864,7.212162017822266e-06,-7.6328125,-18.59375
Meta,Tesla,{A} vs. {B}: Which is more efficient?,0.0006084442138671875,0.0,0.2275438904762268,6.079673767089844e-06,-7.40625,-18.375
Meta,Nvidia,{A} vs. {B}: Which is more efficient?,0.0007424354553222656,0.0,0.3403506875038147,4.76837158203125e-07,-7.20703125,-20.796875
Apple,Microsoft,Which is more valuable: {A} or {B}?,4.708766937255859e-06,0.0,0.00888824462890625,1.6093254089355469e-06,-12.2734375,-20.4375
Apple,Google,Which is more valuable: {A} or {B}?,1.5556812286376953e-05,0.0,0.039338111877441406,8.821487426757812e-06,-11.0703125,-19.625
Apple,Amazon,Which is more valuable: {A} or {B}?,6.9141387939453125e-06,0.0,0.015398025512695312,2.1457672119140625e-06,-11.8828125,-19.8125
Apple,Tesla,Which is more valuable: {A} or {B}?,3.2186508178710938e-06,0.0,0.007507920265197754,2.7418136596679688e-06,-12.6484375,-18.671875
Apple,Nvidia,Which is more valuable: {A} or {B}?,1.531839370727539e-05,0.0,0.0333825945854187,9.5367431640625e-07,-11.0859375,-21.859375
Apple,Meta,Which is more valuable: {A} or {B}?,2.2649765014648438e-05,0.0,0.05392313003540039,3.4570693969726562e-06,-10.6953125,-18.59375
Microsoft,Apple,Which is more valuable: {A} or {B}?,3.993511199951172e-06,0.0,0.002702176570892334,7.569789886474609e-06,-12.4375,-19.671875
Microsoft,Google,Which is more valuable: {A} or {B}?,1.0073184967041016e-05,0.0,0.007416725158691406,6.020069122314453e-06,-11.5078125,-19.890625
Microsoft,Amazon,Which is more valuable: {A} or {B}?,1.3887882232666016e-05,0.0,0.009992063045501709,1.9669532775878906e-06,-11.1875,-20.140625
Microsoft,Tesla,Which is more valuable: {A} or {B}?,8.64267349243164e-06,0.0,0.004707217216491699,2.9206275939941406e-06,-11.65625,-18.625
Microsoft,Nvidia,Which is more valuable: {A} or {B}?,1.913309097290039e-05,0.0,0.014656901359558105,1.3113021850585938e-06,-10.8671875,-20.8125
Microsoft,Meta,Which is more valuable: {A} or {B}?,3.129243850708008e-05,0.0,0.018391788005828857,3.159046173095703e-06,-10.375,-19.0625
Google,Apple,Which is more valuable: {A} or {B}?,1.055002212524414e-05,0.0,0.020315945148468018,8.344650268554688e-06,-11.4609375,-19.53125
Google,Microsoft,Which is more valuable: {A} or {B}?,1.150369644165039e-05,0.0,0.021984636783599854,3.159046173095703e-06,-11.375,-19.625
Google,Amazon,Which is more valuable: {A} or {B}?,1.4781951904296875e-05,0.0,0.03463321924209595,2.5033950805664062e-06,-11.125,-19.4375
Google,Tesla,Which is more valuable: {A} or {B}?,7.212162017822266e-06,0.0,0.010201513767242432,1.3113021850585938e-06,-11.8359375,-19.28125
Google,Nvidia,Which is more valuable: {A} or {B}?,1.3649463653564453e-05,0.0,0.027531981468200684,5.960464477539062e-07,-11.203125,-22.46875
Google,Meta,Which is more valuable: {A} or {B}?,1.621246337890625e-05,0.0,0.026760756969451904,6.139278411865234e-06,-11.03125,-17.921875
Amazon,Apple,Which is more valuable: {A} or {B}?,1.2159347534179688e-05,0.0,0.005014777183532715,2.110004425048828e-05,-11.3125,-18.875
Amazon,Microsoft,Which is more valuable: {A} or {B}?,2.682209014892578e-05,0.0,0.010846555233001709,1.8477439880371094e-06,-10.5234375,-20.609375
Amazon,Google,Which is more valuable: {A} or {B}?,3.522634506225586e-05,0.0,0.015177786350250244,6.079673767089844e-06,-10.25,-19.828125
Amazon,Tesla,Which is more valuable: {A} or {B}?,2.199411392211914e-05,0.0,0.008491754531860352,1.9669532775878906e-06,-10.7265625,-18.375
Amazon,Nvidia,Which is more valuable: {A} or {B}?,5.888938903808594e-05,0.0,0.02828049659729004,8.344650268554688e-07,-9.7421875,-21.703125
Amazon,Meta,Which is more valuable: {A} or {B}?,6.306171417236328e-05,0.0,0.02019631862640381,1.4901161193847656e-06,-9.671875,-19.703125
Tesla,Apple,Which is more valuable: {A} or {B}?,2.4318695068359375e-05,0.0,0.003943681716918945,1.7464160919189453e-05,-10.625,-19.21875
Tesla,Microsoft,Which is more valuable: {A} or {B}?,4.494190216064453e-05,0.0,0.0072675347328186035,1.6689300537109375e-06,-10.0078125,-20.3125
Tesla,Google,Which is more valuable: {A} or {B}?,4.285573959350586e-05,0.0,0.009455680847167969,2.0265579223632812e-06,-10.0546875,-20.84375
Tesla,Amazon,Which is more valuable: {A} or {B}?,7.969141006469727e-05,0.0,0.013921856880187988,2.86102294921875e-06,-9.4375,-19.515625
Tesla,Nvidia,Which is more valuable: {A} or {B}?,0.0001863241195678711,0.0,0.039806902408599854,7.152557373046875e-07,-8.5859375,-19.46875
Tesla,Meta,Which is more valuable: {A} or {B}?,0.00010573863983154297,0.0,0.021900177001953125,1.1920928955078125e-06,-9.15625,-20.109375
Nvidia,Apple,Which is more valuable: {A} or {B}?,0.0,0.0,5.185604095458984e-06,7.450580596923828e-06,-17.5,-19.859375
Nvidia,Microsoft,Which is more valuable: {A} or {B}?,5.960464477539063e-08,0.0,4.708766937255859e-06,1.7881393432617188e-06,-16.484375,-20.984375
Nvidia,Google,Which is more valuable: {A} or {B}?,1.1920928955078125e-07,0.0,8.52346420288086e-06,5.9604644775390625e-06,-15.7890625,-20.046875
Nvidia,Amazon,Which is more valuable: {A} or {B}?,1.1920928955078125e-07,0.0,6.4373016357421875e-06,2.5033950805664062e-06,-15.8828125,-20.21875
Nvidia,Tesla,Which is more valuable: {A} or {B}?,1.1920928955078125e-06,4.172325134277344e-07,1.2278556823730469e-05,0.00011873245239257812,-13.640625,-14.75
Nvidia,Meta,Which is more valuable: {A} or {B}?,5.960464477539063e-08,0.0,4.112720489501953e-06,1.6093254089355469e-06,-16.234375,-19.71875
Meta,Apple,Which is more valuable: {A} or {B}?,0.0003921985626220703,0.0,0.1009865403175354,8.881092071533203e-06,-7.84375,-20.046875
Meta,Microsoft,Which is more valuable: {A} or {B}?,0.00019502639770507812,0.0,0.05345940589904785,2.0265579223632812e-06,-8.5390625,-20.875
Meta,Google,Which is more valuable: {A} or {B}?,0.0005393028259277344,0.0,0.12848007678985596,1.609325408935547e-05,-7.52734375,-19.125
Meta,Amazon,Which is more valuable: {A} or {B}?,0.00043511390686035156,0.0,0.11030703783035278,2.4437904357910156e-06,-7.73828125,-19.21875
Meta,Tesla,Which is more valuable: {A} or {B}?,0.000396728515625,0.0,0.11564254760742188,1.7285346984863281e-06,-7.83203125,-19.546875
Meta,Nvidia,Which is more valuable: {A} or {B}?,0.0009613037109375,0.0,0.30297040939331055,5.364418029785156e-07,-6.94921875,-23.109375
Apple,Microsoft,Which is more practical: {A} or {B}?,1.7881393432617188e-07,0.0,0.00035709142684936523,1.4901161193847656e-06,-15.4375,-21.53125
Apple,Google,Which is more practical: {A} or {B}?,4.172325134277344e-07,0.0,0.000790715217590332,1.8477439880371094e-06,-14.6953125,-22.578125
Apple,Amazon,Which is more practical: {A} or {B}?,1.3113021850585938e-06,0.0,0.0025205016136169434,1.7285346984863281e-06,-13.5390625,-20.828125
Apple,Tesla,Which is more practical: {A} or {B}?,2.5033950805664062e-06,0.0,0.009519875049591064,2.3245811462402344e-06,-12.90625,-19.703125
Apple,Nvidia,Which is more practical: {A} or {B}?,1.3709068298339844e-06,0.0,0.0033593177795410156,1.7881393432617188e-07,-13.484375,-23.90625
Apple,Meta,Which is more practical: {A} or {B}?,4.708766937255859e-06,0.0,0.016064107418060303,6.496906280517578e-06,-12.265625,-17.640625
Microsoft,Apple,Which is more practical: {A} or {B}?,2.980232238769531e-07,0.0,0.0002847909927368164,1.4901161193847656e-06,-15.1328125,-22.65625
Microsoft,Google,Which is more practical: {A} or {B}?,2.5033950805664062e-06,0.0,0.0025850534439086914,4.410743713378906e-06,-12.90625,-21.421875
Microsoft,Amazon,Which is more practical: {A} or {B}?,2.384185791015625e-06,0.0,0.002380192279815674,2.562999725341797e-06,-12.9375,-20.90625
Microsoft,Tesla,Which is more practical: {A} or {B}?,1.7702579498291016e-05,0.0,0.012742280960083008,4.589557647705078e-06,-10.9453125,-18.9375
Microsoft,Nvidia,Which is more practical: {A} or {B}?,4.172325134277344e-06,0.0,0.004155457019805908,1.0132789611816406e-06,-12.390625,-22.28125
Microsoft,Meta,Which is more practical: {A} or {B}?,4.5299530029296875e-06,0.0,0.003818988800048828,1.9669532775878906e-06,-12.3046875,-20.671875
Google,Apple,Which is more practical: {A} or {B}?,5.781650543212891e-06,0.0,0.020439743995666504,5.7220458984375e-06,-12.0625,-19.953125
Google,Microsoft,Which is more practical: {A} or {B}?,5.125999450683594e-06,0.0,0.015861451625823975,5.125999450683594e-06,-12.171875,-19.5
Google,Amazon,Which is more practical: {A} or {B}?,7.271766662597656e-06,0.0,0.029107630252838135,2.1457672119140625e-06,-11.8359375,-19.78125
Google,Tesla,Which is more practical: {A} or {B}?,2.586841583251953e-05,5.960464477539063e-08,0.07358479499816895,1.0192394256591797e-05,-10.5625,-17.265625
Google,Nvidia,Which is more practical: {A} or {B}?,1.1324882507324219e-05,0.0,0.0918722152709961,2.980232238769531e-07,-11.390625,-22.515625
Google,Meta,Which is more practical: {A} or {B}?,4.947185516357422e-06,0.0,0.01639556884765625,3.2782554626464844e-06,-12.21875,-18.5625
Amazon,Apple,Which is more practical: {A} or {B}?,7.450580596923828e-06,0.0,0.0026201605796813965,9.47713851928711e-06,-11.8046875,-19.765625
Amazon,Microsoft,Which is more practical: {A} or {B}?,3.933906555175781e-06,0.0,0.0013205409049987793,2.8014183044433594e-06,-12.4375,-20.8125
Amazon,Google,Which is more practical: {A} or {B}?,7.271766662597656e-06,0.0,0.0026535987854003906,6.258487701416016e-06,-11.8359375,-20.75
Amazon,Tesla,Which is more practical: {A} or {B}?,3.898143768310547e-05,0.0,0.019613802433013916,3.993511199951172e-06,-10.15625,-19.125
Amazon,Nvidia,Which is more practical: {A} or {B}?,2.6345252990722656e-05,0.0,0.02018749713897705,5.960464477539062e-07,-10.546875,-22.125
Amazon,Meta,Which is more practical: {A} or {B}?,2.2411346435546875e-05,0.0,0.009944260120391846,2.086162567138672e-06,-10.7109375,-19.703125
Tesla,Apple,Which is more practical: {A} or {B}?,3.904104232788086e-05,0.0,0.013113677501678467,2.658367156982422e-05,-10.1484375,-19.21875
Tesla,Microsoft,Which is more practical: {A} or {B}?,0.000263214111328125,0.0,0.12252718210220337,3.159046173095703e-06,-8.2421875,-20.453125
Tesla,Google,Which is more practical: {A} or {B}?,0.0005941390991210938,0.0,0.36047089099884033,8.463859558105469e-06,-7.4296875,-20.234375
Tesla,Amazon,Which is more practical: {A} or {B}?,0.0007600784301757812,0.0,0.4907607436180115,8.940696716308594e-07,-7.18359375,-21.71875
Tesla,Nvidia,Which is more practical: {A} or {B}?,9.882450103759766e-05,0.0,0.031657278537750244,5.960464477539063e-08,-9.21875,-21.140625
